uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
34742,Youjo Shenki,A chibi parody of  Youjo Senki . ,"['Military', 'Comedy', 'Parody']","Jan 10, 2017 to Apr 3, 2017",12.0,14786,3693,4724.0,6.78,https://cdn.myanimelist.net/images/anime/13/83756.jpg,https://myanimelist.net/anime/34742/Youjo_Shenki
36290,Xiang Ling Ji,,"['Action', 'Demons', 'Fantasy']","Mar 22, 2017 to Aug 16, 2017",15.0,980,9590,4722.0,6.78,https://cdn.myanimelist.net/images/anime/1602/93041.jpg,https://myanimelist.net/anime/36290/Xiang_Ling_Ji
447,Weiß Kreuz,"Aya, Yoji, Ken, and Omi are the four young men who comprise Weiss Kruez (WK), an assassin group who eliminates certain menaces to society. Each member has his own trademark fighting style. Aya is adept at fighting with a katana, Yoji has mastered the art of strangulation via strings, Ken is lethal with his metal claws, while Omi specializes in a wide array of projectiles. Under the command of a mysterious man known only as ""Persia"", the WK is dispatched to take care of drug rings, terrorist factions, and the like. But as things go along, they discover that most, if not all, the bad elements they have dealt with are somehow connected to the Takatori family. The Takatori family is rich, powerful, and influential. It seems if the problem is to be nipped in the bud, the WK would have to put an end to one of Japan's most prominent clans.  
 
(Source: AniDB) ","['Action', 'Drama', 'Shounen']","Apr 9, 1998 to Oct 1, 1998",25.0,15423,3621,4721.0,6.78,https://cdn.myanimelist.net/images/anime/13/23697.jpg,https://myanimelist.net/anime/447/Wei%C3%9F_Kreuz
924,Transformers: Choujin Master Force,"Even though the Decepticons have been driven off Earth, a small team of Autobot Pretenders have remained behind, just in case. Led by Metalhawk (""Hawk"" in his human identity), the Pretenders live among the humans, using their Pretender shells to assume human size and appearance. The Autobots' caution is rewarded: Decepticon Pretenders soon appear, led by a mysterious force called Devil Z. The Autobots and Decepticons soon build up their forces, recruiting humans to become Junior Headmasters and Godmasters (Powermasters). 
 
(Source: ANN) ","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Apr 12, 1988 to Mar 7, 1989",43.0,2235,7677,4720.0,6.78,https://cdn.myanimelist.net/images/anime/1437/92789.jpg,https://myanimelist.net/anime/924/Transformers__Choujin_Master_Force
36432,Toaru Majutsu no Index III,"Touma Kamijou can't catch a break. After the invasion of Academy City, political tensions continue to rise as both the science and magic factions collide head on. It appears that Academy City intends to declare war against the Roman Catholic Church, consequently plunging the whole world into global warfare. Touma soon finds himself on the front lines once again, striving to protect his friends and allies. 
 
 Toaru Majutsu no Index III  serves as the last installment of the original franchise as Touma, Accelerator, and the true level 0 Shiage Hamazura continue their separate journeys, leading up to the final act of the original light novel series. 
 
[Written by MAL Rewrite]","['Action', 'Magic', 'Sci-Fi', 'Super Power']","Oct 5, 2018 to Apr 5, 2019",26.0,121989,930,4719.0,6.78,https://cdn.myanimelist.net/images/anime/1583/93857.jpg,https://myanimelist.net/anime/36432/Toaru_Majutsu_no_Index_III
3159,The Kabocha Wine,"Transfer student, Aoba Shunsuke, arrived at Sunshine School only to find the premises empty. He was secretly gleeful to be the first to reach the school, oblivious to the fact that it was Foundation Day and a rest day for the institution. At that moment, a big-sized ""L""(Eru) beauty by the name of Natsumi appeared before him and the two of them hit off together even though Shunsuke was so much smaller than her. Shunsuke's mother runs a women's apparel busines but the shop is in need of manpower.  
 
Shunsuke offers to help out at the shop but fumbles a lot because he does not know how to interact with the ladies. Eru decides to step in and help out around the shop and this pleases Shunsuke's mother. This is a romance story that shares the joys and woes of the ""SL"" combi between Shunsuke and Eru. 
 
(Source: ANN)","['Slice of Life', 'Comedy', 'Romance', 'School']","Jul 5, 1982 to Aug 27, 1984",95.0,1793,8196,4718.0,6.78,https://cdn.myanimelist.net/images/anime/2/26634.jpg,https://myanimelist.net/anime/3159/The_Kabocha_Wine
605,Tenshi ni Narumon!,"Yuusuke was just a normal kid going to high school. Then one day, the cute and behaloed Noelle fell, quite literally, into his life, naked as a baby and every bit as innocent. Before he can even fathom what's just happened, Yuusuke is inducted into a rather odd family of otherworldly beings.  
 
Papa is a Frankenstein monster with a taste for calisthenics. Mama is a gorgeous lady with a penchant for ""round objects"" -- really! The eldest sister, Sara, is literally invisible; the brother, Gabriel, is a teenage vampire with an attitude problem; and the youngest sister, Ruka, loves inventing things. There's a disapproving Grandma, who's a witch to the nth degree, and her vulture familiar. All Yuusuke wanted was for the beautiful Natsumi to even notice his attention, but now he has an angel-in-training to follow him wherever he goes. And Noelle, too, has a guide on her path to being an angel, the mysterious Michael. 
 
(Source: AnimeNfo)","['Comedy', 'Romance', 'Vampire', 'Fantasy']","Apr 7, 1999 to Sep 29, 1999",26.0,5316,5614,4717.0,6.78,https://cdn.myanimelist.net/images/anime/1671/94180.jpg,https://myanimelist.net/anime/605/Tenshi_ni_Narumon
33308,Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,,"['Mystery', 'Comedy', 'Super Power']","Dec 31, 2016",1.0,1609,8472,4715.0,6.78,https://cdn.myanimelist.net/images/anime/8/82778.jpg,https://myanimelist.net/anime/33308/Tantei_Opera_Milky_Holmes__Fun_Fun_Party_Night%E2%99%AA_-_Ken_to_Janet_no_Okurimono
7396,Shuffle! Prologue,"Shuffle! Prologue is a short OVA teaser for the Shuffle! anime series based on the visual novel of the same name. While some of the animation was reused for the first episode of the anime series, most of Shuffle! Prologue is unique animation not repeated in the series, although the story itself is retold.  
 
(Source: Wikipedia)","['Fantasy', 'Magic', 'Comedy', 'Harem', 'Romance', 'School', 'Seinen']","May 27, 2005",1.0,14367,3734,4714.0,6.78,https://cdn.myanimelist.net/images/anime/8/17744.jpg,https://myanimelist.net/anime/7396/Shuffle_Prologue
30412,Shi Xiong,"Protagonist XiaoFei used to be an ordinary guy from H city. After the spring water was contaminated with a virus, however, he unexpectedly encountered an unprecedented crisis. The people living in H City became zombies one by one, devouring each other, and gradually evolving. Can XiaoFei escape from H city and meet up with his girlfriend Wei? The story now begins... 
 
(Source: The Faiien Scans)","['Action', 'Comedy', 'Horror']","Nov 24, 2014 to Mar 5, 2015",41.0,2104,7856,4713.0,6.78,https://cdn.myanimelist.net/images/anime/11/72773.jpg,https://myanimelist.net/anime/30412/Shi_Xiong
2510,Sengoku Majin Goushougun,"A meteor strikes the Earth and is found to emanate a powerful new energy called Beamler, which is used to power a battle robot, GoShogun, and a teleporting fortress, Good Thunder. The Docougar Crime Syndicate, lead by crime lord Neo Neros, try to steal the secret of the energy from the inventor of GoShogun, but he kills himself rather than let them acquire it. His son is targeted by Neo Neros next, but he is taken in by the crew aboard Good Thunder, who travel the world fighting NeoNeros's forces with GoShogun.  
 
(Source: Wikipedia) ","['Action', 'Sci-Fi', 'Parody', 'Mecha']","Jul 3, 1981 to Dec 28, 1981",26.0,1722,8285,4712.0,6.78,https://cdn.myanimelist.net/images/anime/11/18779.jpg,https://myanimelist.net/anime/2510/Sengoku_Majin_Goushougun
23459,Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,"The unaired 13th episode of Sekai Seifuku: Bouryaku no Zvezda that will be included in Volume 7 of the BD/DVD. In this special, Kate and company will launch their own idol unit. 
 
(Source: Crunchyroll)","['Action', 'Comedy', 'Fantasy']","Oct 15, 2014",1.0,15736,3606,4711.0,6.78,https://cdn.myanimelist.net/images/anime/3/72498.jpg,https://myanimelist.net/anime/23459/Sekai_Seifuku__Bouryaku_no_Zvezda_-_Shin_Zvezda_Daisakusen
3847,Sekai Meisaku Douwa: Hakuchou no Ouji,"A Japanese version of the tale with an evil wizard, a princess, the genie and of course no songs what so ever... Much more action and the characters are more complex and well developed. 
 
Based on a story found in both ""Tales of Hans Christian Andersen"" and ""Grimm's Fairy Tales.""",['Fantasy'],"Mar 19, 1977",1.0,1333,8903,4710.0,6.78,https://cdn.myanimelist.net/images/anime/10/78477.jpg,https://myanimelist.net/anime/3847/Sekai_Meisaku_Douwa__Hakuchou_no_Ouji
31716,Rewrite,"Kazamatsuri, a modern, well-developed city renowned for its burgeoning greenery and rich Japanese culture, is home to Kotarou Tennouji, a high schooler least privy to the place's shared values. Content to fill his pockets with frivolity, the proud and nosey boy whiles away his time pestering the self-proclaimed delinquent Haruhiko, and indulging in his amorous feelings toward the oddball Kotori. 
 
Equipped with the superhuman ability to permanently rewrite any part of his body to multiply his strength or speed, Kotarou is naturally drawn to the supernatural. One special meeting with the lone member and president of the Occult Research Club, the ""Witch"" Akane Senri, leads to Kotarou reviving the Occult Club by recruiting Kotori and three other members: the clumsy transfer student Chihaya, the strict class representative Lucia, and the unassuming Shizuru. As Kotarou unveils hidden secrets of each member of the Occult Club through their shared adventures, he will inevitably encounter a fate that only he might be able to rewrite. 
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Supernatural', 'Romance', 'School']","Jul 2, 2016 to Sep 24, 2016",13.0,146398,757,4709.0,6.78,https://cdn.myanimelist.net/images/anime/1827/92122.jpg,https://myanimelist.net/anime/31716/Rewrite
10933,R-15: R15 Shounen Hyouryuuki,"According to Kadokawa, an OVA of R-15 will be bundled with the tenth volume of the novel.","['Adventure', 'Harem', 'Comedy', 'Parody', 'Romance', 'Ecchi']","Dec 13, 2011",1.0,15886,3587,4707.0,6.78,https://cdn.myanimelist.net/images/anime/5/30175.jpg,https://myanimelist.net/anime/10933/R-15__R15_Shounen_Hyouryuuki
6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,"The Pokédans team's adventure begins one day when a boy, who has transformed from a human into a Pocchama (Piplup) creature in the world where Pokémon live, meets a Hikozaru (Chimchar) creature. The team joins a Juptile (Grovyle) and go to the ""Lost Continent"" to save the world with the ""Time Gears."" 
 
(Source: ANN)","['Adventure', 'Fantasy', 'Kids']","Apr 12, 2009",1.0,7853,4782,4706.0,6.78,https://cdn.myanimelist.net/images/anime/4/14003.jpg,https://myanimelist.net/anime/6275/Pokemon_Fushigi_no_Dungeon__Sora_no_Tankentai_-_Toki_to_Yami_wo_Meguru_Saigo_no_Bouken
9883,Osomatsu-kun (1988),"Meet the Osomatsu boys—sextuplets who look, speak, dress and talk like the same. They only add to the hyper eccentric residents of the town who easily break any boundaries defined by common sense. Check your logical thinking and reason at the door and immerse yourself in everyday lives of unique characters who are wild both in appearance and temperament! 
 
(Source: Studio Pierrot)",['Comedy'],"Feb 13, 1988 to Dec 30, 1989",86.0,3694,6502,4704.0,6.78,https://cdn.myanimelist.net/images/anime/10/80073.jpg,https://myanimelist.net/anime/9883/Osomatsu-kun_1988
616,Nurse Angel Ririka SOS,"The Evil Forces of Dark Joker are closing in on our planet after having destroyed the beautiful planet of Queen Earth. Now, 10 year old Moriya Ririka, with the help of her childhood friend Seiya and the mysterious Kanon, must transform into the Nurse Angel and find the elusive Flower of Life, the only way to defeat the evil forces. The Flower of Life, that once bloomed all over the Earth, is where no one thought it ever would be. And Ririka must make the hardest decision of her life in order to acquire it and rid the universe of evil once and for all.  
 
(Source: ANN)","['Drama', 'Fantasy', 'Magic', 'Shoujo']","Jul 7, 1995 to Mar 29, 1996",35.0,2410,7503,4703.0,6.78,https://cdn.myanimelist.net/images/anime/10/10506.jpg,https://myanimelist.net/anime/616/Nurse_Angel_Ririka_SOS
9568,Peace Maker Kurogane Special,Peace Maker Kurogane special.,"['Action', 'Comedy', 'Samurai', 'Historical', 'Drama', 'Shounen']","Dec 21, 2003",1.0,2207,7717,4705.0,6.78,https://cdn.myanimelist.net/images/anime/7/26485.jpg,https://myanimelist.net/anime/9568/Peace_Maker_Kurogane_Special
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,"U.C. 0083 - Three years after the end of the catastrophic One Year War, peace on Earth and the colonies is shattered by the presence of the Delaz Fleet, a rogue Zeon military group loyal to the ideals of the late dictator Gihren Zabi. Delaz Fleet`s ace pilot Anavel Gato, once hailed as ""The Nightmare of Solomon"", infiltrates the Federation`s Torrington base in Australia and steals the nuclear-armed Gundam GP02A ""Physalis"" prototype. Rookie pilot Kou Uraki - with the aid of Anaheim Electronics engineer Nina Purpleton and the crew of the carrier Albion - pilots the Gundam GP01 ""Zephyranthes"" prototype in an attempt to recover the stolen Gundam unit and prevent another war from breaking out.  
 
(Source: AniDB)","['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']","Aug 29, 1992",1.0,6468,5175,4702.0,6.78,https://cdn.myanimelist.net/images/anime/5/75776.jpg,https://myanimelist.net/anime/2695/Mobile_Suit_Gundam_0083__The_Fading_Light_of_Zeon
5249,Mitsume ga Tooru,"He is a little boy who has a terrible power. On his forehead is a third eye that, if open, releases extremely dangerous mystical energy that turns him into an evil sorcerer, bent on conquering mankind, and able to summon demons and wielding a red harpoon wand called Red Condor. To protect mankind from his terrible power, Sharaku is made to wear a bandage which seals his third eye. While his eye is sealed, Sharaku knows nothing of his true nature or his power, and does not remember his evil half's sinister attempts to conquer the world.",['Adventure'],"Oct 18, 1990 to Sep 26, 1991",48.0,673,10315,4701.0,6.78,https://cdn.myanimelist.net/images/anime/1247/96686.jpg,https://myanimelist.net/anime/5249/Mitsume_ga_Tooru
7333,Koisuru Tenshi Angelique: Kagayaki no Ashita Special,A DVD-only special episode which gives us a glimpse of what happens after Angelique completes her mission.,"['Fantasy', 'Romance']","Apr 8, 2007",1.0,1747,8245,4695.0,6.78,https://cdn.myanimelist.net/images/anime/3/17554.jpg,https://myanimelist.net/anime/7333/Koisuru_Tenshi_Angelique__Kagayaki_no_Ashita_Special
32202,Kimi ni Maji Kyun!,"Full chorus animation and situational anime bundled as a DVD with the ""Kimi ni Maji Kyun!"" CD release.","['Magic', 'Music', 'Romance', 'School']","May 18, 2016",1.0,3479,6652,4694.0,6.78,https://cdn.myanimelist.net/images/anime/13/80048.jpg,https://myanimelist.net/anime/32202/Kimi_ni_Maji_Kyun
39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,"As far as it goes, many boys, especially in their teenage years, want to have a girlfriend. Keiki Kiryuu is no exception. One eventful afternoon, his days of yearning for a lover seem to come to an end when he receives a love letter from an anonymous sender—along with a pair of white panties.  
 
To determine the identity of his secret admirer, referred to as Cinderella, he proceeds to investigate several possible candidates including his senior Sayuki Tokihara, his underclassman Yuika Koga, and his classmate Mao Nanjou. However, as Keiki seeks to uncover who this mystery girl might be, he comes to know about the perverted fetishes hidden behind each candidate's innocent exteriors... 
 
[Written by MAL Rewrite] 
","['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']","Jul 8, 2019 to Sep 23, 2019",12.0,98858,1136,4692.0,6.78,https://cdn.myanimelist.net/images/anime/1430/102439.jpg,https://myanimelist.net/anime/39326/Kawaikereba_Hentai_demo_Suki_ni_Natte_Kuremasu_ka
33018,Katsugeki/Touken Ranbu,"In 1863, Izuminokami Kanesada and his partner, Horikawa Kunihiro, arrive in the streets of Edo from the future to investigate their master's reports of an upcoming enemy invasion. As humanoid manifestations of the famous Toshizou Hijikata's swords, they have been tasked with protecting history from the Retrograde Army that seeks to alter it. Soon enlisting the help of other sword warriors, they continuously battle the mysterious army throughout the Bakumatsu period. 
 
However, their journey will not be an easy one. Fraught with blood and betrayal in the chaotic era closest to their hearts, the duo will be forced to make difficult decisions with everything they care about on the line.  
 
[Written by MAL Rewrite]","['Action', 'Historical', 'Samurai', 'Fantasy']","Jul 2, 2017 to Sep 24, 2017",13.0,83665,1304,4691.0,6.78,https://cdn.myanimelist.net/images/anime/12/87984.jpg,https://myanimelist.net/anime/33018/Katsugeki_Touken_Ranbu
32287,Kanamewo,"A young, unnamed woman, while biking home from the bank she works at, happens upon a weakened tree goddess whose native shrine is being demolished for construction work. She rescues her and brings the goddess home with her. The two form a relationship, but what will happen to the goddess as the construction progresses?","['Romance', 'Supernatural', 'Drama', 'Shoujo Ai']","Nov 4, 2015",1.0,10159,4323,4690.0,6.78,https://cdn.myanimelist.net/images/anime/7/83455.jpg,https://myanimelist.net/anime/32287/Kanamewo
2556,Jungle Taitei (1989),"Leo (a.k.a. Kimba in the U.S.) is a young ambitious lion cub who takes his father's place as emperor of the jungle when is father is killed by poachers. Even though his father's fate was met by the hands of humans, Leo is one of the few animals in the Jungle that doesn't fear or feel hatred toward humans. He is not alone either, he is guided by friends of his father to help create the best animal kingdom there can be.  
 
(Source: ANN)","['Adventure', 'Drama']","Oct 12, 1989 to Oct 11, 1990",52.0,2861,7116,4689.0,6.78,https://cdn.myanimelist.net/images/anime/6/75997.jpg,https://myanimelist.net/anime/2556/Jungle_Taitei_1989
38276,Houkago Saikoro Club,"Miki Takekasa is an introverted high schooler who does not socialize with her classmates. However, she wants to know what ""fun"" really is, waiting for someone who could help her understand its true meaning. One day after school, she crosses paths with her classmate Aya Takayashiki, who takes her on a little adventure. Miki discovers wonders she had never seen before, opening a way to change her withdrawn life. 
 
On their way home, Miki and Aya see their class representative Midori Oono entering Saikoro Club, a store specializing in board games. After trying out a German board game, Miki soon understands the kind of fun she had been looking for: playing various games after school along with the friends and acquaintances she makes from her newfound pleasure. 
 
[Written by MAL Rewrite]","['Game', 'Comedy', 'School', 'Shounen']","Oct 3, 2019 to Dec 19, 2019",12.0,22719,2999,4688.0,6.78,https://cdn.myanimelist.net/images/anime/1757/102526.jpg,https://myanimelist.net/anime/38276/Houkago_Saikoro_Club
2390,Hoshi no Kirby,"A diminutive pink creature orbiting in space called ""Kirby"" crash lands into Dream Land. Once getting acquainted with the citizens who live there in Cappy Town, he begins to defend the town from the monsters that King Dedede, the self-proclaimed ruler of Cappy Town, orders from the evil Nightmare Enterprises. 
 
(Source: ANN) ","['Action', 'Adventure', 'Comedy', 'Parody', 'Fantasy']","Oct 6, 2001 to Sep 27, 2003",100.0,18239,3341,4687.0,6.78,https://cdn.myanimelist.net/images/anime/9/22184.jpg,https://myanimelist.net/anime/2390/Hoshi_no_Kirby
646,Haunted Junction,"Saito High is a high school with its spiritual beings and a principal whose hobby is collecting occult paraphernalia. The school has the prophecy-chosen members of the Holy Student Council to protect it. These students have problems of their own; Haruto Houjo, the president, has a way of summoning spirits, and would resign from his duty for a normal life if it weren't for the principal. Kazumi Ryodo, the next member, is good at being possessed and has something for the Hanako. The last member is Mutsuki Asahina, who is a master of exorcism and is attracted to small boys. Unfortunately, these three are in charge of keeping the school in line and defending the world from supernatural beings, and this mission brings them through wacky predicaments. 
 
(Source: ANN)","['Comedy', 'Supernatural', 'School', 'Shounen']","Apr 2, 1997 to Jun 25, 1997",12.0,3309,6778,4686.0,6.78,https://cdn.myanimelist.net/images/anime/1163/94507.jpg,https://myanimelist.net/anime/646/Haunted_Junction
7254,Harukanaru Toki no Naka de 3: Owarinaki Unmei,"The war between the Heike clan and the Genji clan continues. This time, Nozomi has to fight a powerful supernatural enemy and make a choice: protect her friends and stay by Kurou's side, or choose her first love, Masaomi, which is the leader of the Heike, and her enemy. ","['Action', 'Fantasy', 'Military', 'Supernatural', 'Demons', 'Historical', 'Shoujo']","Jan 4, 2010",1.0,2292,7614,4685.0,6.78,https://cdn.myanimelist.net/images/anime/7/17245.jpg,https://myanimelist.net/anime/7254/Harukanaru_Toki_no_Naka_de_3__Owarinaki_Unmei
1169,Green Legend Ran,"A story of future Earth - A warning for mankind: In the future, our planet will be transformed into a strange new world where human life struggles on an Earth without rain or oceans - only vast, parched deserts. 
 
Two youths fight for survival on our hostile planet and find hope. The sea, the sky and the land had been completely polluted by mankind when mysterious objects fall from the heavens. These titanic vessels smash into the planet and suck up the air, water, and most living creatures into their womb, stealing away the very essence of Earth`s nature. 
 
The few remaining inhabitants struggle for survival against a hostile environment and an oppressive ruling race known as the Rodo. One young, hot-blooded human named Ran, fights against the Rodo and a world in which rain is only a legend. He strives to join an Anti-Rodo group known as the Hazzard, not only to defeat the Rodo, but also to hunt down the man who killed his mother. 
 
(Source: AniDB)","['Adventure', 'Drama', 'Sci-Fi']","Nov 25, 1992 to Mar 25, 1993",3.0,4511,5993,4684.0,6.78,https://cdn.myanimelist.net/images/anime/1882/96360.jpg,https://myanimelist.net/anime/1169/Green_Legend_Ran
18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,"Tatsuko of class 5-1 is really excited about the upcoming school sports festival, her proposal for a new ""Eel Scooping"" event is less than enthusiastically received though, especially by Suzuka. Illya mentions the main event dance to Miyu, and as teacher Taiga Fujimura points out, it entails a huge reward, but will require quite a bit of practice. 
 
And so the close friends: sarcastic Nanaki, level-headed Suzuka, excitable Tatsuko, energetic Illya, shy Mimi, and reserved but athletic Miyu are off to win the dance event for the honour of their class and for Fujimura, who seems to have some saucy bet going on that she most definitely needs to win, or so the girls misunderstand. 
 
(Source: AniDB)","['Comedy', 'Magic', 'Fantasy']","Mar 10, 2014",1.0,36339,2308,4682.0,6.78,https://cdn.myanimelist.net/images/anime/7/60279.jpg,https://myanimelist.net/anime/18851/Fate_kaleid_liner_Prisma%E2%98%86Illya__Undoukai_de_Dance
7619,Gegege no Kitarou (1996),"Kitarou, a ghost, spends his afterlife helping humans in need of his skills. He thwarts the plans of evil spirits who live to torment humanity. This time, Kitarou's friend Megumi is in need of his help. Her father, a botanist, went to Baruru Island to study the plant life there, and was subsequently kidnapped by evil spirits. It's up to Kitarou to save him. 
 
(Source: Animenfo)","['Adventure', 'Demons', 'Supernatural']","Jan 7, 1996 to Mar 29, 1998",114.0,2003,7943,4683.0,6.78,https://cdn.myanimelist.net/images/anime/6/27401.jpg,https://myanimelist.net/anime/7619/Gegege_no_Kitarou_1996
293,Di Gi Charat,"Di Gi Charat is a series of shorts created as advertisements for ""Digital Gamers"", a store in Akihabara. The series follows Dejiko, princess of Di Gi Charat planet, and her companions, Puchiko and Gema, as well as Dejiko's rival, Rabi~en~Rose through daily ordeals they encounter while working at Gamers. 
Princess Di Gi Charat came from the planet Di Gi Charat given only a cat cap and an outfit to disguise herself. Unfortunately she came with no money, only her guardian Gema and friend Petite Charat. Luckily the three stumbled upon a manager of the store Gamers, who offered them a home if they worked at the store. However Di Gi Charat is a selfish young girl who wishes of becoming a star. 
 
(Source: ANN)","['Comedy', 'Fantasy', 'Sci-Fi']","Nov 30, 1999 to Dec 24, 1999",16.0,15614,3611,4681.0,6.78,https://cdn.myanimelist.net/images/anime/6/18815.jpg,https://myanimelist.net/anime/293/Di_Gi_Charat
16355,Dansai Bunri no Crime Edge,"Kiri Haimura has an obsession with beautiful hair—specifically, cutting it. This bizarre trait is what leads him to seek out a rumored long-haired ghost who lives in an abandoned house on a hill. However, he finds not a ghost, but a beautiful girl with long flowing hair named Iwai Mushanokouji, the ""Hair Queen,"" whose hair cannot be cut due to a family curse. 
 
Iwai explains that there is a death game surrounding her, and that if she is killed by a cursed object, aptly named a ""Killing Good,"" the wielder gets their wish granted. After protecting Iwai from ""Authors""—Killing Goods users—he learns there is in fact a Killing Good passed down in his own family: a pair of scissors used by his ancestor to commit murders. Naming the scissors ""The Severing Crime Edge,"" he finds that he is able to cut Iwai's cursed hair with them, setting her free to live a normal life. However, many Authors seek to kill the Hair Queen, and Kiri will have to protect her in this lethal game of fate. 
 
[Written by MAL Rewrite]","['Action', 'Romance', 'Fantasy', 'Seinen']","Apr 4, 2013 to Jun 27, 2013",13.0,85331,1279,4680.0,6.78,https://cdn.myanimelist.net/images/anime/10/52137.jpg,https://myanimelist.net/anime/16355/Dansai_Bunri_no_Crime_Edge
12549,"Dakara Boku wa, H ga Dekinai.","NEVER make a deal with a wet goddess you've only just met. That's a lesson Ryosuke Kaga learns the hard way when he foolishly agrees to let Lisara Restole use some of his ""essence"" to stay in this world. Because despite her smoking hot appearance, Lisara's actually a Shinigami, a Goddess of Death. However, she DOESN'T steal years off his life like any decent Shinigami would do. Oh no, instead she sucks him dry of something much more perverse by leeching off his lecherous spirit and draining his ability to enjoy... er... the things that teenage boys normally spend most of their time thinking about! And now that he's been de-debased and de-debauched by her un-dirty trick, the poor regenerated degenerate's only hope of getting his licentiousness renewed is to join the queen of mental-clean on her quest, since when she leaves our mortal plane he regains his normal immorality! But the termination of the probation of his reprobation isn't guaranteed, because Goddesses of Death can be really harsh mistresses and it's going to be anything but easy to go back to being sleazy!  
 
(Source: Sentai Filmworks) ","['Comedy', 'Ecchi', 'Romance', 'Supernatural']","Jul 6, 2012 to Sep 25, 2012",12.0,282748,345,4679.0,6.78,https://cdn.myanimelist.net/images/anime/4/75102.jpg,https://myanimelist.net/anime/12549/Dakara_Boku_wa_H_ga_Dekinai
39841,Kyoei Tankou-sho,"An animated commercial for Kyoei Forging Works in Niigata prefecture is turning heads for its stunning visuals. The commercial casts the metal forging workshop and its employees as the makers of an advanced, transforming jet plane. The plane takes off into the vast blue sky to defeat an impending alien invasion. 
 
Kyoei Forging Works produces car and motorcycle parts, agricultural machinery parts, construction machinery parts, and other tools for the likes of John Deere, Mitsubishi Motors, Toyota, and more.  
 
The commercial received televised broadcasts two months later. 
 
(Source: ANN)","['Sci-Fi', 'Mecha']","Aug 3, 2018",1.0,117,15070,9655.0,5.58,https://cdn.myanimelist.net/images/anime/1020/101071.jpg,https://myanimelist.net/anime/39841/Kyoei_Tankou-sho
6266,Joseito,"A sunny summer's day, the trembling insides of a girl are painted by Dazai Osamu's hidden masterpiece, ""School Girl,"" a ""Kaku Nime"" production. Dazai's new literature taste is that of a person's challenge. The format of a girl talking to herself is presented by Motosaku, a Dazai Osamu fan as well; a girls of the modern day's heart also will resound as the finishing touches are applied to this work.  
 
(Source: AnimeNfo.com)","['Drama', 'School', 'Slice of Life']","Aug 1, 2006",1.0,1193,9161,9654.0,5.58,https://cdn.myanimelist.net/images/anime/6/81193.jpg,https://myanimelist.net/anime/6266/Joseito
31467,Grendizer Giga,PV for Grendizer Giga manga.,"['Action', 'Mecha']","Apr 12, 2015",1.0,556,10751,9653.0,5.58,https://cdn.myanimelist.net/images/anime/9/75834.jpg,https://myanimelist.net/anime/31467/Grendizer_Giga
19279,Pony Metal U-GAIM Promotion Film,"This is a short little pilot film inserting Yuu Morisawa, the heroine of Creamy Mami, into the mecha world of Heavy Metal L-Gaim.  
 
After Yuu Morisawa is killed in a car accident, she is rebuilt as Pony Metal U-GAIM in a scenario à la Astroboy. Put to a high-energy Japanese pop song, this experimental mishmash of genres was the brainchild of studio Anime R.  
 
The series was never made for copyright reasons, and this pilot film is all that remains alongside a handful of merchandise.","['Action', 'Mecha', 'Music', 'Parody', 'Sci-Fi']",1986,1.0,592,10656,9730.0,5.5600000000000005,https://cdn.myanimelist.net/images/anime/10/51693.jpg,https://myanimelist.net/anime/19279/Pony_Metal_U-GAIM_Promotion_Film
38977,On The Table,A psychedelic short animation by Masanobu Hiraoka.,"['Dementia', 'Music']","Jul 9, 2011",1.0,126,14818,9727.0,5.5600000000000005,https://cdn.myanimelist.net/images/anime/1842/98176.jpg,https://myanimelist.net/anime/38977/On_The_Table
16377,Peeping Life: The Perfect Extension,"Another iteration in the Peeping Life franchise, The Perfect Extension features 10 new animated versions of improvised comedy sketches.","['Slice of Life', 'Comedy']","Sep 23, 2011",10.0,402,11511,9728.0,5.5600000000000005,https://cdn.myanimelist.net/images/anime/6/44191.jpg,https://myanimelist.net/anime/16377/Peeping_Life__The_Perfect_Extension
36602,My Dearest Song,Official music video for the song  My Dearest Song  by the fictional band  Irodorimidori . It is the 12th song in the franchise and focuses on Shirona Tsukisuzu.,['Music'],"Nov 30, 2016",1.0,474,11125,9726.0,5.5600000000000005,https://cdn.myanimelist.net/images/anime/4/88452.jpg,https://myanimelist.net/anime/36602/My_Dearest_Song
